invited,event_hour,event_dow,yes_count,event_train_count,age,is_male,is_en_US,timezone,invite_hour,interested,user,event
0,0,4,0.0,1,20.0,0,0,420.0,3,0,10329108,788687116
0,3,6,0.0,2,20.0,0,0,420.0,3,1,10329108,40254649
0,0,6,0.0,1,20.0,0,0,420.0,3,0,10329108,86565862
0,13,3,0.0,3,31.0,1,0,420.0,12,1,13301498,3950787980
0,3,6,0.0,10,31.0,1,0,420.0,12,1,13301498,3499428374
0,3,5,40.0,1,31.0,1,0,420.0,12,0,13301498,3802650890
0,0,0,0.0,13,31.0,1,0,420.0,1,0,13301498,97217712
0,13,4,0.0,34,31.0,1,0,420.0,1,0,13301498,2401458775
0,15,5,0.0,6,31.0,1,0,420.0,1,0,13301498,1737420203
0,13,5,0.0,43,31.0,1,0,420.0,1,1,13301498,907302600
0,3,5,33.0,1,31.0,1,0,420.0,12,1,13301498,457253413
0,5,6,0.0,1,31.0,1,0,420.0,1,0,13301498,2198969023
0,13,4,0.0,242,31.0,1,0,420.0,1,0,13301498,955398943
0,2,5,0.0,1,31.0,1,0,420.0,12,0,13301498,151676688
0,3,6,0.0,1,31.0,1,0,420.0,12,0,13301498,4059184428
0,2,4,0.0,8,31.0,1,0,420.0,12,0,13301498,4002702641
0,5,6,0.0,4,31.0,1,0,420.0,12,0,13301498,1667438718
0,3,2,0.0,13,19.0,0,1,480.0,9,1,14411090,753115138
0,15,1,0.0,1,19.0,0,1,480.0,9,0,14411090,825060275
0,16,2,35.0,1,19.0,0,1,480.0,9,0,14411090,1065213296
0,6,5,0.0,1,19.0,0,1,480.0,9,0,14411090,4193771689
0,1,2,0.0,2,19.0,0,1,480.0,9,0,14411090,3956443206
0,3,2,0.0,2,19.0,0,1,480.0,9,1,14411090,1073827062
0,5,5,0.0,3,28.0,1,0,420.0,18,0,15469418,1790004322
0,13,4,0.0,242,28.0,1,0,420.0,18,0,15469418,955398943
0,3,5,0.0,9,28.0,1,0,420.0,18,0,15469418,986099040
0,6,5,0.0,9,28.0,1,0,420.0,18,0,15469418,445373500
0,0,0,0.0,1,28.0,1,0,420.0,18,0,15469418,3794224297
0,13,6,0.0,1,28.0,1,0,420.0,18,1,15469418,3234409400
0,5,6,0.0,2,21.0,1,0,420.0,3,0,16210231,807439632
0,0,6,0.0,11,21.0,1,0,420.0,3,1,16210231,821546192
0,2,6,0.0,8,21.0,1,0,420.0,3,1,16210231,2325542576
0,0,6,0.0,30,21.0,1,0,420.0,3,0,16210231,2415873572
0,0,2,0.0,1,21.0,1,0,420.0,3,0,16210231,3946619910
0,3,6,17.0,1,21.0,1,0,420.0,3,0,16210231,663435595
0,3,6,0.0,4,21.0,1,0,420.0,3,1,16210231,4197279783
0,2,5,0.0,6,24.0,0,1,-240.0,22,0,19283444,4110062919
0,21,1,13.0,1,24.0,0,1,-240.0,22,1,19283444,3789409122
0,2,6,15.0,1,24.0,0,1,-240.0,22,0,19283444,3166529318
0,17,4,0.0,5,24.0,0,1,-240.0,22,0,19283444,3610133881
0,2,5,9.0,2,24.0,0,1,-240.0,22,0,19283444,312133462
0,2,5,0.0,1,24.0,0,1,-240.0,22,0,19283444,4293596113
0,3,1,0.0,1,20.0,1,0,420.0,13,0,20041353,185968523
0,19,0,8.0,1,20.0,1,0,420.0,13,0,20041353,2412834294
0,16,2,5.0,1,20.0,1,0,420.0,13,0,20041353,25669535
0,0,5,32.0,2,20.0,1,0,420.0,13,0,20041353,4108853194
0,18,2,0.0,8,20.0,1,0,420.0,13,0,20041353,2373204206
0,15,4,0.0,3,20.0,1,0,420.0,13,1,20041353,813808366
0,10,4,0.0,1,22.0,1,1,660.0,20,1,22840021,2768891421
0,19,4,0.0,1,22.0,1,1,660.0,20,0,22840021,3223028808
0,19,5,0.0,1,22.0,1,1,660.0,20,0,22840021,1359259009
0,11,2,0.0,1,22.0,1,1,660.0,20,0,22840021,2597139611
0,3,5,0.0,2,22.0,1,1,660.0,20,0,22840021,935931560
0,0,3,0.0,1,22.0,1,1,660.0,20,0,22840021,2985774237
0,3,4,16.0,1,24.0,1,1,-420.0,1,0,23150045,692753668
0,0,0,0.0,1,24.0,1,1,-420.0,1,1,23150045,735593165
0,4,4,0.0,1,24.0,1,1,-420.0,1,0,23150045,3328980614
0,4,2,19.0,1,24.0,1,1,-420.0,1,0,23150045,2705316616
0,0,0,25.0,1,24.0,1,1,-420.0,1,0,23150045,2126750158
0,4,4,0.0,1,24.0,1,1,-420.0,1,0,23150045,1373703897
0,15,4,0.0,5,17.0,1,0,420.0,6,1,23170479,2776357538
0,3,5,0.0,99,17.0,1,0,420.0,6,1,23170479,1390707377
0,13,4,0.0,187,17.0,1,0,420.0,6,1,23170479,2529072432
0,4,5,0.0,4,17.0,1,0,420.0,6,1,23170479,2142755647
0,0,4,0.0,2,17.0,1,0,420.0,4,0,23170479,4182729306
0,17,5,294.0,5,17.0,1,0,420.0,4,0,23170479,1063306856
0,12,4,0.0,1,17.0,1,0,420.0,6,1,23170479,813650546
0,2,6,0.0,12,17.0,1,0,420.0,4,0,23170479,3735036412
0,7,6,0.0,2,17.0,1,0,420.0,4,0,23170479,2099424186
0,15,3,0.0,1,17.0,1,0,420.0,4,0,23170479,2753736442
0,5,5,0.0,96,17.0,1,0,420.0,6,1,23170479,1532377761
0,1,5,0.0,18,17.0,1,0,420.0,4,1,23170479,861118590
0,8,5,0.0,56,17.0,1,0,420.0,6,1,23170479,3632072502
0,5,5,0.0,18,17.0,1,0,420.0,6,1,23170479,1044854627
0,13,4,0.0,242,17.0,1,0,420.0,6,1,23170479,955398943
0,2,6,0.0,3,17.0,1,0,420.0,6,0,23170479,1996503357
0,11,5,142.0,4,17.0,1,0,420.0,6,0,23170479,2782403445
0,0,2,0.0,2,17.0,1,0,420.0,6,0,23170479,1753679456
0,0,2,0.0,2,17.0,1,0,420.0,6,0,23170479,3985899647
0,11,5,0.0,3,17.0,1,0,420.0,6,0,23170479,2405536413
0,13,4,185.0,114,17.0,1,0,420.0,6,1,23170479,1600413013
0,0,3,0.0,9,15.0,0,0,420.0,9,0,24978365,1850381877
0,0,4,0.0,1,15.0,0,0,420.0,9,1,24978365,2624370380
0,0,2,0.0,1,15.0,0,0,420.0,9,0,24978365,2781682830
0,16,4,51.0,1,15.0,0,0,420.0,9,0,24978365,1233165674
0,2,4,0.0,14,15.0,0,0,420.0,9,0,24978365,1241270051
0,3,5,0.0,2,15.0,0,0,420.0,9,0,24978365,1325647788
0,3,5,0.0,99,18.0,1,0,420.0,12,0,26389537,1390707377
0,13,4,185.0,114,18.0,1,0,420.0,12,1,26389537,1600413013
0,13,4,0.0,242,18.0,1,0,420.0,12,1,26389537,955398943
0,1,5,0.0,1,18.0,1,0,420.0,12,0,26389537,999665321
0,13,4,0.0,187,18.0,1,0,420.0,12,0,26389537,2529072432
0,5,5,0.0,96,18.0,1,0,420.0,12,1,26389537,1532377761
0,15,4,0.0,3,18.0,1,0,420.0,12,0,26389537,813808366
0,21,4,0.0,6,18.0,1,0,420.0,12,0,26389537,1936167908
0,5,5,0.0,18,18.0,1,0,420.0,12,1,26389537,1044854627
0,0,5,0.0,18,17.0,1,0,420.0,15,1,28806872,915403718
0,19,5,57.0,1,17.0,1,0,420.0,15,0,28806872,3222758405
0,0,0,0.0,5,17.0,1,0,420.0,15,0,28806872,3928440935
0,0,2,0.0,6,17.0,1,0,420.0,15,0,28806872,4258442948
0,23,5,5.0,1,17.0,1,0,420.0,15,0,28806872,569347123
0,3,3,4.0,1,18.0,1,0,-240.0,19,0,29002074,2940200534
0,3,1,0.0,1,18.0,1,0,-240.0,19,0,29002074,3743521539
0,0,5,0.0,5,18.0,1,0,-240.0,19,1,29002074,965748273
0,4,6,6.0,1,18.0,1,0,-240.0,19,0,29002074,2876585126
0,4,6,10.0,1,18.0,1,0,-240.0,19,0,29002074,4126236405
0,4,6,0.0,1,18.0,1,0,-240.0,19,0,29002074,2653549574
0,1,6,17.0,1,29.0,1,0,480.0,6,0,33930603,1807884467
0,9,4,16.0,1,29.0,1,0,480.0,6,0,33930603,35091389
0,23,4,0.0,1,29.0,1,0,480.0,6,0,33930603,55071868
0,2,5,0.0,1,29.0,1,0,480.0,6,1,33930603,156494494
0,0,3,6.0,1,29.0,1,0,480.0,6,0,33930603,2590444754
1,0,0,0.0,1,45.0,1,1,-480.0,18,0,33966018,654190097
0,1,1,0.0,1,45.0,1,1,-480.0,18,0,33966018,1166537634
0,0,1,0.0,1,45.0,1,1,-480.0,18,0,33966018,1930060947
0,16,2,6.0,1,45.0,1,1,-480.0,18,0,33966018,4182465191
0,1,3,0.0,1,45.0,1,1,-480.0,18,1,33966018,2608593001
1,22,2,0.0,1,45.0,1,1,-480.0,18,0,33966018,1452693270
0,12,0,0.0,9,21.0,1,0,420.0,5,1,35629376,2828969498
0,1,3,0.0,15,21.0,1,0,420.0,5,0,35629376,2628680570
0,0,2,0.0,38,21.0,1,0,420.0,5,0,35629376,1133385189
0,11,2,0.0,5,21.0,1,0,420.0,5,0,35629376,3814766855
0,0,4,20.0,3,21.0,1,0,420.0,5,0,35629376,2429675854
0,2,4,0.0,4,21.0,1,0,420.0,5,0,35629376,3403115736
0,13,4,0.0,187,14.0,0,0,660.0,15,1,38974975,2529072432
0,8,5,0.0,56,14.0,0,0,660.0,15,0,38974975,3632072502
0,3,5,0.0,99,14.0,0,0,660.0,15,0,38974975,1390707377
0,11,5,142.0,4,14.0,0,0,660.0,15,0,38974975,2782403445
0,13,4,0.0,242,14.0,0,0,660.0,15,1,38974975,955398943
1,13,4,185.0,114,14.0,0,0,660.0,15,1,38974975,1600413013
0,0,6,0.0,5,14.0,0,0,660.0,15,0,38974975,2776566965
0,5,5,0.0,96,14.0,0,0,660.0,15,0,38974975,1532377761
0,4,6,0.0,1,26.0,1,1,-480.0,17,0,38985694,996998389
0,17,5,0.0,1,26.0,1,1,-480.0,17,0,38985694,1466022381
0,3,5,0.0,1,26.0,1,1,-480.0,17,1,38985694,3028393247
0,6,6,12.0,1,26.0,1,1,-480.0,17,0,38985694,2414905031
0,21,6,0.0,1,26.0,1,1,-480.0,17,0,38985694,364913652
0,6,6,0.0,1,26.0,1,1,-480.0,17,1,38985694,297891426
0,5,6,85.0,1,26.0,1,1,-480.0,17,0,38985694,1013324522
0,0,0,9.0,1,18.0,1,1,-360.0,1,0,41934198,218126976
0,3,4,69.0,1,18.0,1,1,-360.0,1,0,41934198,2736696425
0,0,6,5.0,1,18.0,1,1,-360.0,1,0,41934198,156353771
0,18,4,54.0,1,18.0,1,1,-360.0,1,1,41934198,2367196896
0,3,5,0.0,1,18.0,1,1,-360.0,1,0,41934198,2123370960
0,3,5,0.0,2,18.0,1,1,-360.0,1,0,41934198,2949402180
0,15,3,128.0,20,22.0,1,0,240.0,6,0,43026617,1597380017
0,0,1,0.0,24,22.0,1,0,240.0,6,0,43026617,899234866
0,5,3,0.0,1,22.0,1,0,240.0,6,0,43026617,1116367368
0,13,3,0.0,21,22.0,1,0,240.0,6,0,43026617,823015621
0,17,0,0.0,12,22.0,1,0,240.0,6,0,43026617,1501679119
0,0,2,0.0,32,22.0,1,0,240.0,6,1,43026617,4203627753
0,8,1,0.0,7,19.0,0,0,420.0,7,0,45139176,703370904
0,3,0,0.0,31,19.0,0,0,420.0,7,0,45139176,2806565970
0,2,6,0.0,16,19.0,0,0,420.0,7,0,45139176,353933726
0,0,2,0.0,38,19.0,0,0,420.0,7,0,45139176,1133385189
0,0,6,0.0,32,19.0,0,0,420.0,7,1,45139176,1488068589
0,2,6,0.0,22,19.0,0,0,420.0,7,0,45139176,3581275802
0,3,6,0.0,1,21.0,1,1,420.0,3,0,45148230,4185613486
0,12,4,0.0,2,21.0,1,1,420.0,3,0,45148230,2145727940
0,0,5,0.0,1,21.0,1,1,420.0,3,0,45148230,804320045
0,17,6,0.0,1,21.0,1,1,420.0,3,0,45148230,3163152395
0,23,5,17.0,1,21.0,1,1,420.0,3,1,45148230,3459643094
0,3,5,0.0,2,21.0,1,1,420.0,3,0,45148230,1870423168
0,15,2,0.0,11,22.0,1,1,420.0,16,0,47659843,2445964998
0,11,3,0.0,19,22.0,1,1,420.0,16,0,47659843,1465929077
0,14,3,0.0,17,22.0,1,1,420.0,16,0,47659843,810618772
0,4,4,0.0,147,22.0,1,1,420.0,16,1,47659843,1269035551
0,15,3,9.0,1,22.0,1,1,420.0,16,0,47659843,1551188772
0,11,3,0.0,1,22.0,1,1,420.0,16,0,47659843,3084982208
0,11,5,0.0,1,19.0,1,0,480.0,17,0,48380986,885074740
0,13,5,80.0,1,19.0,1,0,480.0,17,0,48380986,1967012522
0,1,5,0.0,3,19.0,1,0,480.0,17,1,48380986,3331390995
0,9,5,0.0,1,19.0,1,0,480.0,17,0,48380986,3620294118
0,2,6,0.0,2,19.0,1,0,480.0,17,0,48380986,4125754193
0,12,5,0.0,1,19.0,1,0,480.0,17,0,48380986,2049853077
0,9,6,0.0,2,19.0,1,0,480.0,17,0,48380986,2476622244
0,4,3,0.0,196,20.0,1,1,420.0,23,0,50457238,2007279414
0,12,4,0.0,63,20.0,1,1,420.0,23,0,50457238,1203717384
0,9,5,47.0,40,20.0,1,1,420.0,23,0,50457238,3309338938
0,0,6,0.0,54,20.0,1,1,420.0,23,0,50457238,1902753965
0,14,2,92.0,16,20.0,1,1,420.0,23,1,50457238,910169576
0,0,5,0.0,46,20.0,1,1,420.0,23,1,50457238,1816813281
0,14,3,0.0,89,20.0,1,1,420.0,23,0,50457238,2149464820
0,1,4,0.0,4,15.0,1,0,420.0,9,0,51165908,2522610844
0,9,6,0.0,2,15.0,1,0,420.0,9,0,51165908,3875424137
0,13,4,0.0,242,15.0,1,0,420.0,9,1,51165908,955398943
0,7,5,0.0,6,15.0,1,0,420.0,9,0,51165908,1862794029
0,12,5,0.0,22,15.0,1,0,420.0,9,1,51165908,602394192
0,13,4,185.0,114,15.0,1,0,420.0,9,1,51165908,1600413013
0,2,4,0.0,8,15.0,1,0,420.0,9,1,51165908,1294433853
0,6,5,0.0,1,15.0,1,0,420.0,9,0,51165908,3017074183
0,1,6,0.0,1,102.0,1,0,420.0,9,0,57075229,59813217
0,21,2,0.0,1,102.0,1,0,420.0,9,0,57075229,3859294114
0,1,4,0.0,1,102.0,1,0,420.0,9,0,57075229,1987345098
0,1,6,29.0,1,102.0,1,0,420.0,9,1,57075229,2717795664
0,6,5,0.0,1,102.0,1,0,420.0,9,0,57075229,4223429256
0,3,6,0.0,1,102.0,1,0,420.0,9,0,57075229,3947437799
0,0,2,0.0,2,102.0,1,0,420.0,9,1,57075229,1820037082
0,2,6,0.0,22,25.0,1,0,420.0,4,0,61814256,3581275802
0,0,2,13.0,5,25.0,1,0,420.0,4,1,61814256,3731945988
0,9,5,0.0,2,25.0,1,0,420.0,4,0,61814256,3203913218
0,19,2,0.0,1,25.0,1,0,420.0,4,0,61814256,1499530182
0,23,0,110.0,4,30.0,0,1,-300.0,3,1,65801702,3781958177
0,2,6,0.0,2,30.0,0,1,-300.0,3,1,65801702,3127693636
0,23,5,6.0,1,30.0,0,1,-300.0,3,0,65801702,496991151
0,21,5,0.0,1,30.0,0,1,-300.0,3,0,65801702,1214605379
0,2,6,0.0,1,30.0,0,1,-300.0,3,0,65801702,1875856704
0,22,5,44.0,1,30.0,0,1,-300.0,3,0,65801702,3653454327
0,0,6,0.0,1,30.0,0,1,-300.0,3,0,65801702,3129396339
0,19,6,0.0,1,30.0,0,1,-300.0,3,1,65801702,4135207140
0,2,5,0.0,2,30.0,0,1,-300.0,3,1,65801702,3751969407
0,2,6,0.0,1,30.0,0,1,-300.0,3,1,65801702,2057068023
0,3,6,2.0,1,19.0,1,0,420.0,6,0,66260844,1395553217
0,6,6,0.0,1,19.0,1,0,420.0,6,0,66260844,1958166234
0,0,5,0.0,23,19.0,1,0,420.0,10,0,66260844,1926323783
0,0,5,0.0,39,19.0,1,0,420.0,10,0,66260844,3276213471
0,2,3,0.0,5,19.0,1,0,420.0,10,1,66260844,2237079226
0,6,1,0.0,3,19.0,1,0,420.0,10,0,66260844,846069276
0,0,6,0.0,14,19.0,1,0,420.0,6,0,66260844,897667289
0,3,4,56.0,3,19.0,1,0,420.0,6,1,66260844,2980258101
0,3,5,0.0,1,19.0,1,0,420.0,6,0,66260844,3558623308
0,17,5,0.0,4,19.0,1,0,420.0,10,0,66260844,1963354961
0,3,4,26.0,3,19.0,1,0,420.0,6,0,66260844,2805037878
0,3,5,0.0,6,19.0,1,0,420.0,10,0,66260844,4259189014
0,17,5,0.0,15,17.0,1,1,240.0,9,1,67249956,4125420656
1,0,2,0.0,15,17.0,1,1,240.0,9,0,67249956,675888033
0,8,1,0.0,30,17.0,1,1,240.0,9,0,67249956,2428145712
0,0,2,0.0,32,17.0,1,1,240.0,9,0,67249956,4203627753
0,17,0,0.0,12,17.0,1,1,240.0,9,0,67249956,1501679119
0,18,6,0.0,2,17.0,1,1,240.0,9,0,67249956,881346279
0,17,6,0.0,1,20.0,1,1,-240.0,18,0,69302861,4116238303
0,22,3,0.0,1,20.0,1,1,-240.0,18,1,69302861,2800586555
0,16,5,0.0,1,20.0,1,1,-240.0,18,0,69302861,2851892747
0,0,0,0.0,2,20.0,1,1,-240.0,18,0,69302861,1140161058
0,13,5,0.0,1,20.0,1,1,-240.0,18,0,69302861,4236404112
1,23,0,0.0,1,20.0,1,1,-240.0,18,0,69302861,1740590632
0,9,3,12.0,3,17.0,1,0,420.0,5,0,70152834,1421349430
0,4,4,0.0,7,17.0,1,0,420.0,5,1,70152834,844299203
0,21,4,0.0,6,17.0,1,0,420.0,5,0,70152834,1936167908
0,3,6,0.0,4,17.0,1,0,420.0,5,0,70152834,2780690728
0,3,5,0.0,99,17.0,1,0,420.0,5,0,70152834,1390707377
0,13,4,0.0,187,17.0,1,0,420.0,5,1,70152834,2529072432
0,13,4,0.0,242,17.0,1,0,420.0,5,1,70152834,955398943
0,6,4,0.0,3,17.0,1,0,420.0,5,0,70152834,2811190711
0,5,5,0.0,96,17.0,1,0,420.0,5,1,70152834,1532377761
0,0,2,0.0,1,17.0,0,0,420.0,10,0,70585535,2311487058
0,0,3,0.0,1,17.0,0,0,420.0,10,0,70585535,1091130052
0,0,3,3.0,1,17.0,0,0,420.0,10,0,70585535,751127724
0,20,2,0.0,1,17.0,0,0,420.0,10,0,70585535,4071218196
0,0,0,0.0,1,17.0,0,0,420.0,10,1,70585535,1566556513
0,5,0,0.0,1,17.0,0,0,420.0,10,0,70585535,3486313858
0,6,3,0.0,1,35.0,1,1,-480.0,19,1,71688472,2841665850
0,5,3,0.0,1,35.0,1,1,-480.0,19,0,71688472,3382409058
0,6,3,8.0,1,35.0,1,1,-480.0,19,0,71688472,3698076969
0,3,5,5.0,1,35.0,1,1,-480.0,19,0,71688472,1133351478
0,18,4,64.0,1,35.0,1,1,-480.0,19,1,71688472,2110243278
0,6,3,18.0,1,35.0,1,1,-480.0,19,0,71688472,2315284102
0,1,1,0.0,1,35.0,1,1,-480.0,19,1,71688472,3084061084
0,4,2,0.0,1,35.0,1,1,-480.0,19,1,71688472,3175036170
0,0,3,0.0,1,35.0,1,1,-480.0,19,0,71688472,2466263946
0,14,3,0.0,89,22.0,1,1,420.0,10,0,72298333,2149464820
1,4,4,0.0,147,22.0,1,1,420.0,10,0,72298333,1269035551
0,4,3,0.0,196,22.0,1,1,420.0,10,0,72298333,2007279414
1,13,2,7.0,2,22.0,1,1,420.0,10,0,72298333,614885637
1,14,2,0.0,42,22.0,1,1,420.0,10,0,72298333,2498491194
0,1,4,0.0,73,22.0,1,1,420.0,10,1,72298333,952519340
1,1,4,0.0,11,22.0,1,1,420.0,10,1,72298333,1844176380
1,3,5,0.0,8,19.0,0,0,-240.0,21,1,73288922,3413747696
1,0,4,0.0,1,19.0,0,0,-240.0,21,0,73288922,3280779663
0,4,3,0.0,1,19.0,0,0,-240.0,21,0,73288922,622607120
0,1,5,0.0,1,19.0,0,0,-240.0,21,0,73288922,1501313615
0,21,3,0.0,1,19.0,0,0,-240.0,21,0,73288922,3715681569
0,2,4,0.0,1,19.0,0,0,-240.0,21,0,73288922,1795009389
0,1,6,0.0,5,19.0,0,0,420.0,13,1,78065188,2913407142
0,3,0,0.0,31,19.0,0,0,420.0,13,1,78065188,2806565970
0,15,6,0.0,1,19.0,0,0,420.0,13,0,78065188,311593241
0,0,6,0.0,30,19.0,0,0,420.0,13,0,78065188,2415873572
0,0,6,15.0,1,19.0,0,0,420.0,13,0,78065188,3224555758
0,19,6,0.0,1,19.0,0,0,420.0,13,0,78065188,498404626
0,18,2,0.0,1,19.0,0,0,420.0,13,0,78065188,2304240389
0,21,1,0.0,1,27.0,1,0,60.0,22,0,80379054,206713867
0,23,6,0.0,1,27.0,1,0,60.0,22,0,80379054,183271526
0,23,6,0.0,1,27.0,1,0,60.0,22,0,80379054,281589102
0,23,1,0.0,1,27.0,1,0,60.0,22,0,80379054,2140447500
0,0,4,7.0,1,27.0,1,0,60.0,22,0,80379054,1396454425
0,0,3,0.0,1,27.0,1,0,60.0,22,0,80379054,3323227161
0,22,4,0.0,1,27.0,1,0,60.0,22,1,80379054,3850950041
0,4,3,0.0,1,36.0,1,1,-480.0,14,0,81458678,4228684171
0,4,6,110.0,1,36.0,1,1,-480.0,14,0,81458678,1764882042
1,6,5,0.0,1,36.0,1,1,-480.0,20,0,81458678,3980699306
1,1,4,0.0,1,36.0,1,1,-480.0,20,0,81458678,61894853
0,5,4,6.0,1,36.0,1,1,-480.0,14,0,81458678,2724372163
1,1,4,0.0,1,36.0,1,1,-480.0,20,0,81458678,77602808
0,21,4,0.0,1,36.0,1,1,-480.0,20,0,81458678,3335854665
0,15,1,8.0,1,36.0,1,1,-480.0,14,1,81458678,969179478
0,3,5,0.0,1,36.0,1,1,-480.0,20,1,81458678,1533177888
0,5,5,0.0,1,36.0,1,1,-480.0,14,0,81458678,956438727
0,21,4,0.0,1,36.0,1,1,-480.0,14,0,81458678,3818735309
0,4,5,10.0,1,36.0,1,1,-480.0,20,0,81458678,3907601761
0,0,2,0.0,6,22.0,1,0,420.0,18,0,82610705,4258442948
0,6,0,0.0,27,22.0,1,0,420.0,12,0,82610705,559618821
0,2,6,0.0,1,22.0,1,0,420.0,12,0,82610705,1449533867
0,12,2,65.0,8,22.0,1,0,420.0,12,0,82610705,588161010
0,6,6,0.0,2,22.0,1,0,420.0,12,1,82610705,2940654356
0,3,3,36.0,1,22.0,1,0,420.0,18,0,82610705,4223365917
0,1,1,0.0,7,22.0,1,0,420.0,18,0,82610705,1771863286
0,0,1,0.0,16,22.0,1,0,420.0,18,0,82610705,615488222
0,3,0,0.0,31,22.0,1,0,420.0,12,0,82610705,2806565970
0,11,3,0.0,6,22.0,1,0,420.0,18,0,82610705,238236954
0,1,6,0.0,5,22.0,1,0,420.0,12,1,82610705,2913407142
0,12,3,0.0,12,22.0,1,0,420.0,18,1,82610705,2114371180
0,15,1,0.0,18,22.0,1,0,420.0,12,0,82610705,2120779072
0,0,1,0.0,5,24.0,0,1,420.0,12,0,82923911,1868735086
0,0,6,0.0,32,24.0,0,1,420.0,12,1,82923911,1488068589
0,16,6,0.0,6,24.0,0,1,420.0,12,1,82923911,635799819
0,0,1,3.0,5,24.0,0,1,420.0,12,0,82923911,1455527953
0,3,2,0.0,1,24.0,0,1,420.0,12,0,82923911,3487526512
0,8,2,0.0,1,24.0,0,1,420.0,12,0,82923911,150148297
0,13,2,0.0,4,24.0,0,1,420.0,12,0,82923911,1461387354
1,2,4,0.0,1,23.0,0,1,-240.0,1,0,85640691,682423835
0,22,3,22.0,1,23.0,0,1,-240.0,1,0,85640691,1604093765
1,0,5,0.0,1,23.0,0,1,-240.0,1,0,85640691,1745350497
1,2,5,0.0,1,23.0,0,1,-240.0,1,0,85640691,1701360110
1,2,6,21.0,1,23.0,0,1,-240.0,1,0,85640691,4612722
0,2,3,0.0,1,23.0,0,1,-240.0,1,1,85640691,4224194427
0,12,6,0.0,1,20.0,0,0,420.0,2,0,88554519,1061559786
0,0,4,89.0,3,20.0,0,0,420.0,2,0,88554519,2420516619
0,20,0,16.0,1,20.0,0,0,420.0,2,0,88554519,2753071763
0,0,0,0.0,1,20.0,0,0,420.0,2,0,88554519,570345153
0,0,6,0.0,1,20.0,0,0,420.0,2,0,88554519,1793386378
0,9,5,0.0,2,20.0,0,0,420.0,2,1,88554519,2893363609
0,13,5,0.0,43,19.0,1,0,-600.0,3,0,91139927,907302600
0,13,6,0.0,53,19.0,1,0,-600.0,3,0,91139927,2130616732
0,0,5,0.0,16,19.0,1,0,-600.0,3,1,91139927,2039358442
0,13,4,0.0,34,19.0,1,0,-600.0,3,0,91139927,2401458775
0,13,4,0.0,187,19.0,1,0,-600.0,3,0,91139927,2529072432
0,9,3,0.0,34,19.0,1,0,-600.0,3,0,91139927,1361307272
0,10,0,0.0,2,18.0,0,0,420.0,13,0,92410554,2338976654
0,0,4,0.0,1,18.0,0,0,420.0,13,0,92410554,3602808603
0,3,4,0.0,5,18.0,0,0,420.0,13,1,92410554,714391510
0,0,4,0.0,2,18.0,0,0,420.0,13,0,92410554,4093857686
0,20,5,0.0,1,16.0,1,0,-60.0,4,1,95170590,1690420493
0,13,4,0.0,242,16.0,1,0,-60.0,10,1,95170590,955398943
0,21,4,0.0,6,16.0,1,0,-60.0,10,0,95170590,1936167908
0,0,2,0.0,1,16.0,1,0,-60.0,4,0,95170590,1827572703
0,12,2,0.0,1,16.0,1,0,-60.0,4,0,95170590,1760953513
0,8,2,0.0,1,16.0,1,0,-60.0,4,0,95170590,3751042480
